wpath|transcript
/data/TORGO/dysarthric/M01_2_3_0076.wav|the humidity is overwhelming there
/data/TORGO/dysarthric/M02_1_0179.wav|near
/data/TORGO/dysarthric/F01_1_0015.wav|air
/data/TORGO/dysarthric/M05_1_0042.wav|stubble
/data/TORGO/dysarthric/M03_2_0164.wav|i looked up and noticed two old men
/data/TORGO/dysarthric/F04_2_0015.wav|fear
/data/TORGO/dysarthric/M01_2_3_0191.wav|nothing has been done yet to take advantage of the enabling legislation
/data/TORGO/dysarthric/F04_2_0034.wav|error
/data/TORGO/dysarthric/M02_1_0060.wav|slip
/data/TORGO/dysarthric/M05_2_0392.wav|glitter
/data/TORGO/dysarthric/M02_2_0214.wav|hat
/data/TORGO/dysarthric/M04_2_0160.wav|are your grades higher or lower than nancys
/data/TORGO/dysarthric/F04_2_0222.wav|zip
/data/TORGO/dysarthric/M02_1_0044.wav|he dresses himself in an ancient black frock coat
/data/TORGO/dysarthric/F04_1_0190.wav|rock
/data/TORGO/dysarthric/M05_2_0114.wav|were
/data/TORGO/dysarthric/F04_2_0208.wav|a good attitude is unbeatable
/data/TORGO/dysarthric/M01_2_3_0055.wav|gnaw
/data/TORGO/dysarthric/M02_2_0123.wav|hem
/data/TORGO/dysarthric/F04_2_0179.wav|kilo
/data/TORGO/dysarthric/M02_1_0139.wav|write
/data/TORGO/dysarthric/F04_2_0127.wav|there is a treehouse up above
/data/TORGO/dysarthric/M03_2_0409.wav|uniform
/data/TORGO/dysarthric/M05_2_0054.wav|mere
/data/TORGO/dysarthric/F03_2_0105.wav|witty
/data/TORGO/dysarthric/F01_1_0081.wav|share
/data/TORGO/dysarthric/F04_1_0110.wav|warm
/data/TORGO/dysarthric/F04_2_0220.wav|the pair of shoes was new
/data/TORGO/dysarthric/M01_1_0040.wav|but he always answers banana oil
/data/TORGO/dysarthric/F04_2_0111.wav|hum
/data/TORGO/dysarthric/M01_2_3_0075.wav|bad
/data/TORGO/dysarthric/F04_1_0065.wav|the quick brown fox jumps over the lazy dog
/data/TORGO/dysarthric/F04_1_0068.wav|warm
/data/TORGO/dysarthric/F04_1_0021.wav|go
/data/TORGO/dysarthric/M02_1_0205.wav|jungle
/data/TORGO/dysarthric/M05_1_0122.wav|feed
/data/TORGO/dysarthric/F03_2_0029.wav|everything went real smooth the sheriff said
/data/TORGO/dysarthric/F03_3_0101.wav|ive kept it with me ever since
/data/TORGO/dysarthric/M05_2_0249.wav|fat
/data/TORGO/dysarthric/M03_2_0295.wav|no
/data/TORGO/dysarthric/F03_1_0021.wav|trade
/data/TORGO/dysarthric/M05_2_0082.wav|their house is grey and white
/data/TORGO/dysarthric/M02_1_0138.wav|ate
/data/TORGO/dysarthric/M04_2_0210.wav|knew
/data/TORGO/dysarthric/M04_2_0187.wav|why yell or worry over silly items
/data/TORGO/dysarthric/F03_2_0134.wav|mitten
/data/TORGO/dysarthric/M01_2_3_0144.wav|hear
/data/TORGO/dysarthric/M03_2_0231.wav|troop
/data/TORGO/dysarthric/F01_1_0010.wav|up
/data/TORGO/dysarthric/M03_2_0333.wav|hem
/data/TORGO/dysarthric/F03_3_0024.wav|chip
/data/TORGO/dysarthric/M01_1_0055.wav|feed
/data/TORGO/dysarthric/M02_1_0144.wav|drop
/data/TORGO/dysarthric/M04_1_0084.wav|you wished to know all about my grandfather
/data/TORGO/dysarthric/M03_2_0337.wav|foxtrot
/data/TORGO/dysarthric/M04_2_0235.wav|troop
/data/TORGO/dysarthric/F03_3_0022.wav|she doesnt like it to have
/data/TORGO/dysarthric/M04_1_0110.wav|for
/data/TORGO/dysarthric/F04_1_0146.wav|white
/data/TORGO/dysarthric/F04_1_0164.wav|the train approached the depot slowly
/data/TORGO/dysarthric/M03_2_0199.wav|mother sews yellow gingham aprons
/data/TORGO/dysarthric/M01_2_3_0008.wav|grow
/data/TORGO/dysarthric/M05_2_0235.wav|quebec
/data/TORGO/dysarthric/M02_2_0131.wav|the box contained three sweaters
/data/TORGO/dysarthric/M05_2_0294.wav|sierra
/data/TORGO/dysarthric/M03_2_0043.wav|swarm
/data/TORGO/dysarthric/M05_2_0317.wav|bitter
/data/TORGO/dysarthric/F03_2_0096.wav|seed
/data/TORGO/dysarthric/M01_2_3_0013.wav|the quick brown fox jumps over the lazy dog
/data/TORGO/dysarthric/M04_2_0128.wav|dagger
/data/TORGO/dysarthric/M03_2_0038.wav|rate
/data/TORGO/dysarthric/F04_1_0194.wav|fate
/data/TORGO/dysarthric/M03_2_0339.wav|the job provides many benefits
/data/TORGO/dysarthric/M05_2_0103.wav|witch
/data/TORGO/dysarthric/M03_2_0150.wav|deer
/data/TORGO/dysarthric/M03_2_0159.wav|charlie
/data/TORGO/dysarthric/M05_2_0141.wav|pitting
/data/TORGO/dysarthric/M02_1_0028.wav|gadget
/data/TORGO/dysarthric/F04_2_0059.wav|loop
/data/TORGO/dysarthric/M05_1_0047.wav|warm
/data/TORGO/dysarthric/F04_2_0077.wav|sign
/data/TORGO/dysarthric/F03_1_0198.wav|urgent
/data/TORGO/dysarthric/M05_2_0279.wav|a good attitude is unbeatable
/data/TORGO/dysarthric/M02_1_0240.wav|explore
/data/TORGO/dysarthric/M03_2_0025.wav|no
/data/TORGO/dysarthric/M03_2_0060.wav|dagger
/data/TORGO/dysarthric/M01_2_3_0063.wav|rock
/data/TORGO/dysarthric/M05_1_0089.wav|he dresses himself in an ancient black frock coat
/data/TORGO/dysarthric/F01_1_0028.wav|but he always answers banana oil
/data/TORGO/dysarthric/F03_3_0014.wav|blend
/data/TORGO/dysarthric/F03_1_0192.wav|knew
/data/TORGO/dysarthric/M03_2_0237.wav|light
/data/TORGO/dysarthric/M01_2_3_0229.wav|mitten
/data/TORGO/dysarthric/F03_2_0107.wav|bit
/data/TORGO/dysarthric/M01_2_3_0153.wav|dot
/data/TORGO/dysarthric/F03_1_0082.wav|share
/data/TORGO/dysarthric/M03_2_0341.wav|seven
/data/TORGO/dysarthric/M03_2_0305.wav|vat
/data/TORGO/dysarthric/M02_1_0234.wav|troop
/data/TORGO/dysarthric/F04_1_0095.wav|bubble
/data/TORGO/dysarthric/F03_3_0077.wav|bitter
/data/TORGO/dysarthric/M01_2_3_0068.wav|boot
/data/TORGO/dysarthric/F03_3_0010.wav|wicker
/data/TORGO/dysarthric/M02_2_0160.wav|i have had my bell rung
/data/TORGO/dysarthric/M02_1_0063.wav|car
/data/TORGO/dysarthric/F03_1_0026.wav|grow
/data/TORGO/dysarthric/M01_2_3_0028.wav|mere
/data/TORGO/dysarthric/M03_2_0123.wav|select
/data/TORGO/dysarthric/M01_2_3_0273.wav|witty
/data/TORGO/dysarthric/M04_2_0228.wav|side
/data/TORGO/dysarthric/M02_1_0228.wav|know
/data/TORGO/dysarthric/M02_2_0147.wav|him
/data/TORGO/dysarthric/M03_2_0322.wav|blow
/data/TORGO/dysarthric/M04_2_0162.wav|sigh
/data/TORGO/dysarthric/F01_1_0073.wav|chair
/data/TORGO/dysarthric/M03_2_0214.wav|here
/data/TORGO/dysarthric/M04_2_0241.wav|shear
/data/TORGO/dysarthric/F04_2_0223.wav|he really crucified him he nailed it for a yard loss
/data/TORGO/dysarthric/M01_2_3_0082.wav|snoop
/data/TORGO/dysarthric/M01_1_0076.wav|beta
/data/TORGO/dysarthric/F04_1_0128.wav|sleep
/data/TORGO/dysarthric/F04_2_0083.wav|the misguided souls have lost their way
/data/TORGO/dysarthric/F03_1_0084.wav|double
/data/TORGO/dysarthric/F04_1_0136.wav|troop
/data/TORGO/dysarthric/F03_2_0018.wav|play
/data/TORGO/dysarthric/M02_2_0134.wav|it also provides for funds to clear slums and help colleges build dormitories
/data/TORGO/dysarthric/M03_2_0141.wav|loop
/data/TORGO/dysarthric/F01_1_0011.wav|meat
/data/TORGO/dysarthric/M02_2_0215.wav|witch
/data/TORGO/dysarthric/M03_2_0175.wav|suit
/data/TORGO/dysarthric/F01_1_0097.wav|trade
/data/TORGO/dysarthric/M03_2_0006.wav|gadget
/data/TORGO/dysarthric/F03_3_0062.wav|cork
/data/TORGO/dysarthric/F01_1_0017.wav|double
/data/TORGO/dysarthric/M04_2_0201.wav|here
/data/TORGO/dysarthric/M05_1_0039.wav|tip
/data/TORGO/dysarthric/M02_1_0129.wav|side
/data/TORGO/dysarthric/F04_2_0184.wav|leak
/data/TORGO/dysarthric/F03_3_0004.wav|rock
/data/TORGO/dysarthric/M02_1_0014.wav|dagger
/data/TORGO/dysarthric/M02_2_0103.wav|brought
/data/TORGO/dysarthric/M02_1_0092.wav|twice each day he plays skillfully and with zest upon our small organ
/data/TORGO/dysarthric/F03_3_0145.wav|left
/data/TORGO/dysarthric/F04_1_0058.wav|gadget
/data/TORGO/dysarthric/M04_2_0282.wav|it also provides for funds to clear slums and help colleges build dormitories
/data/TORGO/dysarthric/M04_2_0236.wav|their house is grey and white
/data/TORGO/dysarthric/M05_2_0023.wav|rocks
/data/TORGO/dysarthric/F03_3_0075.wav|glitter
/data/TORGO/dysarthric/M01_2_3_0137.wav|ate
/data/TORGO/dysarthric/F03_2_0108.wav|kitten
/data/TORGO/dysarthric/F03_1_0112.wav|left
/data/TORGO/dysarthric/M03_2_0074.wav|but he always answers banana oil
/data/TORGO/dysarthric/M04_1_0075.wav|feed
/data/TORGO/dysarthric/M01_2_3_0182.wav|bloat
/data/TORGO/dysarthric/M02_2_0169.wav|spit
/data/TORGO/dysarthric/M03_2_0130.wav|know
/data/TORGO/dysarthric/F04_1_0005.wav|fee
/data/TORGO/dysarthric/F03_1_0027.wav|know
/data/TORGO/dysarthric/F03_2_0116.wav|lair
/data/TORGO/dysarthric/M04_1_0055.wav|read
/data/TORGO/dysarthric/M01_2_3_0015.wav|swore
/data/TORGO/dysarthric/F03_2_0115.wav|liar
/data/TORGO/dysarthric/F01_1_0118.wav|knew
/data/TORGO/dysarthric/F03_2_0148.wav|knitting
/data/TORGO/dysarthric/M04_2_0072.wav|floor
/data/TORGO/dysarthric/M05_2_0113.wav|were
/data/TORGO/dysarthric/F04_2_0151.wav|kitten
/data/TORGO/dysarthric/F03_2_0084.wav|hem
/data/TORGO/dysarthric/M05_1_0074.wav|when he speaks his voice is just a bit cracked and quivers a trifle
/data/TORGO/dysarthric/M01_2_3_0105.wav|this was easy for us
/data/TORGO/dysarthric/M03_2_0273.wav|the misguided souls have lost their way
/data/TORGO/dysarthric/M05_2_0065.wav|thigh
/data/TORGO/dysarthric/F04_1_0149.wav|bad
/data/TORGO/dysarthric/M03_2_0097.wav|horn
/data/TORGO/dysarthric/M01_1_0041.wav|but he always answers banana oil
/data/TORGO/dysarthric/M03_2_0165.wav|he will allow a rare lie
/data/TORGO/dysarthric/M04_2_0084.wav|tip
/data/TORGO/dysarthric/M02_1_0165.wav|suit
/data/TORGO/dysarthric/M05_1_0064.wav|bug
/data/TORGO/dysarthric/F04_1_0123.wav|meat
/data/TORGO/dysarthric/F04_1_0048.wav|knee
/data/TORGO/dysarthric/M04_2_0188.wav|no
/data/TORGO/dysarthric/M04_1_0098.wav|sheet
/data/TORGO/dysarthric/F03_2_0006.wav|if you destroy confidence in banks you do something to the economy he said
/data/TORGO/dysarthric/M05_2_0197.wav|there is a treehouse up above
/data/TORGO/dysarthric/M01_2_3_0143.wav|toot
/data/TORGO/dysarthric/M05_2_0375.wav|no
/data/TORGO/dysarthric/M03_2_0359.wav|darn
/data/TORGO/dysarthric/M03_2_0105.wav|floor
/data/TORGO/dysarthric/F03_1_0013.wav|knew
/data/TORGO/dysarthric/F04_2_0085.wav|if you are losing water replace it immediately
/data/TORGO/dysarthric/M05_2_0105.wav|write
/data/TORGO/dysarthric/F03_3_0185.wav|goose
/data/TORGO/dysarthric/M05_2_0043.wav|mother sews yellow gingham aprons
/data/TORGO/dysarthric/M01_2_3_0249.wav|the books are very expensive
/data/TORGO/dysarthric/M05_2_0177.wav|no
/data/TORGO/dysarthric/M05_2_0044.wav|four
/data/TORGO/dysarthric/F04_1_0093.wav|trade
/data/TORGO/dysarthric/M02_1_0220.wav|fear
/data/TORGO/dysarthric/M01_2_3_0127.wav|why yell or worry over silly items
/data/TORGO/dysarthric/M03_2_0193.wav|back
/data/TORGO/dysarthric/F03_3_0085.wav|glitter
/data/TORGO/dysarthric/M04_1_0059.wav|gadget
/data/TORGO/dysarthric/M02_2_0182.wav|dart
/data/TORGO/dysarthric/F03_1_0032.wav|fair
/data/TORGO/dysarthric/M05_2_0165.wav|it eventually became a rather proud claim
/data/TORGO/dysarthric/F03_2_0106.wav|sign
/data/TORGO/dysarthric/F04_1_0172.wav|suit
/data/TORGO/dysarthric/M04_2_0293.wav|fat
/data/TORGO/dysarthric/M05_1_0092.wav|goat
/data/TORGO/dysarthric/M04_2_0058.wav|share
/data/TORGO/dysarthric/F04_2_0045.wav|sigh
/data/TORGO/dysarthric/M03_2_0225.wav|toot
/data/TORGO/dysarthric/F04_2_0164.wav|echo
/data/TORGO/dysarthric/F03_3_0054.wav|shoot
/data/TORGO/dysarthric/F03_1_0041.wav|two
/data/TORGO/dysarthric/M03_2_0083.wav|yes
/data/TORGO/dysarthric/M05_2_0115.wav|three
/data/TORGO/dysarthric/M03_2_0306.wav|november
/data/TORGO/dysarthric/M01_2_3_0027.wav|troop
/data/TORGO/dysarthric/F03_3_0137.wav|critical equipment needs proper maintenance
/data/TORGO/dysarthric/F04_1_0195.wav|were
/data/TORGO/dysarthric/M05_1_0032.wav|left
/data/TORGO/dysarthric/M05_2_0101.wav|the humidity is overwhelming there
/data/TORGO/dysarthric/F03_3_0003.wav|sitter
/data/TORGO/dysarthric/M02_1_0197.wav|nothing is as offensive as ignorance
/data/TORGO/dysarthric/M01_1_0074.wav|car
/data/TORGO/dysarthric/M01_2_3_0095.wav|i scrubbed the floors thoroughly
/data/TORGO/dysarthric/F03_2_0055.wav|mother sews yellow gingham aprons
/data/TORGO/dysarthric/F03_3_0005.wav|shop
/data/TORGO/dysarthric/M03_2_0132.wav|cycle
/data/TORGO/dysarthric/M04_2_0267.wav|know
/data/TORGO/dysarthric/M04_2_0039.wav|i can
/data/TORGO/dysarthric/M03_2_0099.wav|he dresses himself in an ancient black frock coat
/data/TORGO/dysarthric/M03_2_0082.wav|feet
/data/TORGO/dysarthric/M05_2_0150.wav|aluminum silverware can often be flimsy
/data/TORGO/dysarthric/M01_2_3_0035.wav|where were you while we were away
/data/TORGO/dysarthric/M01_2_3_0026.wav|sigh
/data/TORGO/dysarthric/M01_2_3_0231.wav|golf
/data/TORGO/dysarthric/F04_2_0064.wav|sigh
/data/TORGO/dysarthric/M05_2_0035.wav|much
/data/TORGO/dysarthric/M03_2_0393.wav|meat
/data/TORGO/dysarthric/M05_2_0210.wav|hark
/data/TORGO/dysarthric/F03_3_0042.wav|mill
/data/TORGO/dysarthric/F03_1_0105.wav|swarm
/data/TORGO/dysarthric/M05_2_0393.wav|the pair of shoes was new
/data/TORGO/dysarthric/M01_2_3_0282.wav|seed
/data/TORGO/dysarthric/M02_1_0020.wav|grandfather likes to be modern in his language
/data/TORGO/dysarthric/F04_2_0225.wav|two
/data/TORGO/dysarthric/M01_2_3_0205.wav|if you are losing water replace it immediately
/data/TORGO/dysarthric/F01_1_0018.wav|no
/data/TORGO/dysarthric/M04_2_0122.wav|bat
/data/TORGO/dysarthric/M02_1_0112.wav|jagged
/data/TORGO/dysarthric/F03_2_0144.wav|harp
/data/TORGO/dysarthric/M04_2_0179.wav|cheer
/data/TORGO/dysarthric/M02_1_0202.wav|rocks
/data/TORGO/dysarthric/M03_2_0248.wav|sigh
/data/TORGO/dysarthric/F04_1_0155.wav|near
/data/TORGO/dysarthric/M01_2_3_0215.wav|hotel
/data/TORGO/dysarthric/M01_2_3_0051.wav|droop
/data/TORGO/dysarthric/F04_1_0057.wav|the
/data/TORGO/dysarthric/M02_2_0143.wav|november
/data/TORGO/dysarthric/F04_2_0010.wav|shear
/data/TORGO/dysarthric/M03_2_0014.wav|well he is nearly ninety three years old
/data/TORGO/dysarthric/F04_2_0230.wav|and
/data/TORGO/dysarthric/M04_1_0112.wav|swarm
/data/TORGO/dysarthric/F03_2_0061.wav|take
/data/TORGO/dysarthric/F03_1_0156.wav|witch
/data/TORGO/dysarthric/F04_2_0018.wav|snoop
/data/TORGO/dysarthric/M05_2_0196.wav|witty
/data/TORGO/dysarthric/M03_2_0029.wav|except in the winter when the ooze or snow or ice prevents
/data/TORGO/dysarthric/M03_2_0039.wav|range
/data/TORGO/dysarthric/F03_3_0001.wav|trespassers can be prosecuted and fined
/data/TORGO/dysarthric/F04_2_0013.wav|all the big baseball players get traded
/data/TORGO/dysarthric/F04_1_0067.wav|twice each day he plays skillfully and with zest upon our small organ
/data/TORGO/dysarthric/F03_3_0132.wav|meats
/data/TORGO/dysarthric/M02_2_0076.wav|group
/data/TORGO/dysarthric/F01_1_0131.wav|torn
/data/TORGO/dysarthric/F03_1_0054.wav|bat
/data/TORGO/dysarthric/M03_2_0229.wav|jungle
/data/TORGO/dysarthric/M05_1_0114.wav|beat
/data/TORGO/dysarthric/M03_2_0282.wav|lick
/data/TORGO/dysarthric/M04_2_0111.wav|pat
/data/TORGO/dysarthric/M02_1_0164.wav|dot
/data/TORGO/dysarthric/F03_2_0154.wav|witch
/data/TORGO/dysarthric/M02_1_0090.wav|warm
/data/TORGO/dysarthric/M03_2_0350.wav|bit
/data/TORGO/dysarthric/F03_1_0074.wav|dark
/data/TORGO/dysarthric/M01_2_3_0099.wav|sigh
/data/TORGO/dysarthric/F03_1_0167.wav|she is thinner than i am
/data/TORGO/dysarthric/F04_2_0185.wav|spain
/data/TORGO/dysarthric/F01_1_0105.wav|yet he still thinks as swiftly as ever
/data/TORGO/dysarthric/M02_1_0111.wav|goat
/data/TORGO/dysarthric/F03_2_0054.wav|mother sews yellow
/data/TORGO/dysarthric/M05_2_0143.wav|pitting
/data/TORGO/dysarthric/M04_2_0189.wav|bright sunshine shimmers on the ocean
/data/TORGO/dysarthric/M03_2_0030.wav|feed
/data/TORGO/dysarthric/M05_2_0195.wav|pit
/data/TORGO/dysarthric/M02_1_0095.wav|meat
/data/TORGO/dysarthric/F03_1_0116.wav|usually minus several buttons
/data/TORGO/dysarthric/M01_2_3_0246.wav|thought
/data/TORGO/dysarthric/M04_1_0091.wav|feet
/data/TORGO/dysarthric/M02_1_0068.wav|floor
/data/TORGO/dysarthric/M02_1_0183.wav|bright sunshine shimmers on the ocean
/data/TORGO/dysarthric/F03_1_0079.wav|race
/data/TORGO/dysarthric/M04_2_0026.wav|stubble
/data/TORGO/dysarthric/M02_1_0223.wav|mere
/data/TORGO/dysarthric/M04_2_0270.wav|tile
/data/TORGO/dysarthric/M01_2_3_0131.wav|rocks
/data/TORGO/dysarthric/M01_1_0010.wav|raid
/data/TORGO/dysarthric/M03_2_0283.wav|dart
/data/TORGO/dysarthric/M04_2_0120.wav|bug
/data/TORGO/dysarthric/M04_2_0214.wav|of
/data/TORGO/dysarthric/F01_1_0079.wav|air
/data/TORGO/dysarthric/M04_2_0137.wav|back
/data/TORGO/dysarthric/M03_2_0192.wav|where were you while we were away
/data/TORGO/dysarthric/M03_2_0078.wav|swarm
/data/TORGO/dysarthric/F03_1_0049.wav|yes
/data/TORGO/dysarthric/M04_1_0119.wav|race
/data/TORGO/dysarthric/M03_2_0191.wav|fear
/data/TORGO/dysarthric/M04_1_0079.wav|beat
/data/TORGO/dysarthric/M01_2_3_0230.wav|fat
/data/TORGO/dysarthric/F04_1_0055.wav|dark
/data/TORGO/dysarthric/M04_2_0175.wav|explore
/data/TORGO/dysarthric/M03_2_0207.wav|single
/data/TORGO/dysarthric/M03_2_0092.wav|share
/data/TORGO/dysarthric/M03_2_0158.wav|write
/data/TORGO/dysarthric/F03_3_0130.wav|the results were very disappointing
/data/TORGO/dysarthric/F03_2_0042.wav|slip
/data/TORGO/dysarthric/F01_1_0061.wav|dark
/data/TORGO/dysarthric/M01_1_0028.wav|jacket
/data/TORGO/dysarthric/F03_3_0181.wav|dread
/data/TORGO/dysarthric/F03_3_0049.wav|geese
/data/TORGO/dysarthric/M05_2_0161.wav|golf
/data/TORGO/dysarthric/F03_1_0142.wav|just one side got wet
/data/TORGO/dysarthric/M02_2_0121.wav|this is a period of transition for me
/data/TORGO/dysarthric/M04_2_0208.wav|all the big baseball players get traded
/data/TORGO/dysarthric/M04_2_0023.wav|swarm
/data/TORGO/dysarthric/F03_1_0096.wav|dont ask me to carry an oily rag like that
/data/TORGO/dysarthric/F04_2_0159.wav|the job provides many benefits
/data/TORGO/dysarthric/F03_1_0204.wav|ate
/data/TORGO/dysarthric/F03_3_0142.wav|fork
/data/TORGO/dysarthric/M03_2_0007.wav|race
/data/TORGO/dysarthric/F03_3_0105.wav|you can ride stagecoach
/data/TORGO/dysarthric/M04_1_0063.wav|except in the winter when the ooze or snow or ice prevents
/data/TORGO/dysarthric/M04_1_0064.wav|he slowly takes a short walk in the open air each day
/data/TORGO/dysarthric/M05_1_0061.wav|usually minus several buttons
/data/TORGO/dysarthric/M01_2_3_0203.wav|cake
/data/TORGO/dysarthric/F04_2_0029.wav|gnaw
/data/TORGO/dysarthric/M03_2_0146.wav|gnaw
/data/TORGO/dysarthric/F04_2_0044.wav|tie
/data/TORGO/dysarthric/F01_1_0029.wav|beat
/data/TORGO/dysarthric/M02_1_0073.wav|born
/data/TORGO/dysarthric/F04_2_0060.wav|yes
/data/TORGO/dysarthric/M04_1_0024.wav|fee
/data/TORGO/dysarthric/F01_1_0094.wav|slip
/data/TORGO/dysarthric/F01_1_0082.wav|rate
/data/TORGO/dysarthric/M04_2_0042.wav|rate
/data/TORGO/dysarthric/M03_2_0134.wav|shear
/data/TORGO/dysarthric/F03_1_0158.wav|lip
/data/TORGO/dysarthric/M02_1_0141.wav|this was easy for us
/data/TORGO/dysarthric/F03_1_0166.wav|boot
/data/TORGO/dysarthric/M04_2_0125.wav|know
/data/TORGO/dysarthric/F03_3_0047.wav|it also provides for funds to clear slums and help colleges build dormitories
/data/TORGO/dysarthric/F04_1_0032.wav|no
/data/TORGO/dysarthric/M05_1_0110.wav|know
/data/TORGO/dysarthric/M01_2_3_0175.wav|fat
/data/TORGO/dysarthric/M05_2_0212.wav|both injuries were to the same leg
/data/TORGO/dysarthric/M04_2_0104.wav|two
/data/TORGO/dysarthric/F04_1_0180.wav|bright sunshine shimmers on the ocean
/data/TORGO/dysarthric/M02_1_0016.wav|fair
/data/TORGO/dysarthric/M05_2_0366.wav|fork
/data/TORGO/dysarthric/F03_3_0104.wav|rock
/data/TORGO/dysarthric/F03_1_0140.wav|steer
/data/TORGO/dysarthric/F03_2_0132.wav|there is a treehouse up above
/data/TORGO/dysarthric/F04_1_0130.wav|youd be better off taking a cold shower
/data/TORGO/dysarthric/M04_2_0145.wav|three
/data/TORGO/dysarthric/M01_1_0093.wav|for
/data/TORGO/dysarthric/M03_2_0088.wav|car
/data/TORGO/dysarthric/M05_2_0184.wav|him
/data/TORGO/dysarthric/M04_1_0093.wav|when when
/data/TORGO/dysarthric/F03_1_0131.wav|pat
/data/TORGO/dysarthric/M05_2_0019.wav|this was easy for us
/data/TORGO/dysarthric/M04_2_0166.wav|witch
/data/TORGO/dysarthric/F01_1_0041.wav|rave
/data/TORGO/dysarthric/F03_1_0170.wav|all the big baseball players get traded
/data/TORGO/dysarthric/M05_2_0255.wav|dark
/data/TORGO/dysarthric/F04_2_0114.wav|reek
/data/TORGO/dysarthric/M03_2_0386.wav|start
/data/TORGO/dysarthric/F03_1_0089.wav|read
/data/TORGO/dysarthric/M05_2_0271.wav|hitting
/data/TORGO/dysarthric/M04_2_0176.wav|galore
/data/TORGO/dysarthric/F04_1_0144.wav|slip
/data/TORGO/dysarthric/M05_2_0013.wav|he will allow a rare lie
/data/TORGO/dysarthric/M02_1_0214.wav|delta
/data/TORGO/dysarthric/M01_1_0044.wav|dont ask me to carry an oily rag like that
/data/TORGO/dysarthric/F04_1_0008.wav|knew
/data/TORGO/dysarthric/M01_2_3_0046.wav|knew
/data/TORGO/dysarthric/M05_2_0055.wav|why yell or worry over silly items
/data/TORGO/dysarthric/M02_1_0135.wav|why yell or worry over silly items
/data/TORGO/dysarthric/F04_2_0149.wav|students watched as he got out
/data/TORGO/dysarthric/F03_2_0077.wav|leak
/data/TORGO/dysarthric/F04_2_0106.wav|seed
/data/TORGO/dysarthric/F03_1_0047.wav|bug
/data/TORGO/dysarthric/M01_2_3_0168.wav|sign
/data/TORGO/dysarthric/M04_2_0087.wav|swarm
/data/TORGO/dysarthric/M03_2_0149.wav|hear
/data/TORGO/dysarthric/F03_1_0058.wav|horn
/data/TORGO/dysarthric/F03_1_0137.wav|suit
/data/TORGO/dysarthric/M02_2_0108.wav|pitting
/data/TORGO/dysarthric/M05_2_0097.wav|lip
/data/TORGO/dysarthric/M04_1_0124.wav|no
/data/TORGO/dysarthric/M04_2_0295.wav|there is a treehouse up above
/data/TORGO/dysarthric/F04_1_0199.wav|air
/data/TORGO/dysarthric/F04_1_0145.wav|slip
/data/TORGO/dysarthric/F03_3_0098.wav|two
/data/TORGO/dysarthric/F03_3_0017.wav|sierra
/data/TORGO/dysarthric/M04_1_0017.wav|jacket
/data/TORGO/dysarthric/M04_2_0167.wav|lip
/data/TORGO/dysarthric/F03_1_0055.wav|grandfather likes to be modern in his language
/data/TORGO/dysarthric/M01_2_3_0037.wav|air
/data/TORGO/dysarthric/M02_1_0216.wav|slip
/data/TORGO/dysarthric/M05_2_0108.wav|yes
/data/TORGO/dysarthric/F04_1_0010.wav|air
/data/TORGO/dysarthric/F04_2_0072.wav|night after night they received annoying phone calls
/data/TORGO/dysarthric/F04_2_0006.wav|prior
/data/TORGO/dysarthric/M02_2_0173.wav|city
/data/TORGO/dysarthric/F04_2_0056.wav|explore
/data/TORGO/dysarthric/M04_2_0180.wav|write
/data/TORGO/dysarthric/M03_2_0380.wav|if you are losing water replace it immediately
/data/TORGO/dysarthric/M05_2_0089.wav|delta
/data/TORGO/dysarthric/F01_1_0089.wav|sticks
/data/TORGO/dysarthric/F01_1_0027.wav|but he always answers banana oil
/data/TORGO/dysarthric/F03_2_0119.wav|sigh
/data/TORGO/dysarthric/F03_1_0147.wav|troop
/data/TORGO/dysarthric/F04_2_0009.wav|he will allow a rare lily...rare lie
/data/TORGO/dysarthric/M02_1_0152.wav|youd be better off taking a cold shower
/data/TORGO/dysarthric/F03_3_0043.wav|nice
/data/TORGO/dysarthric/M02_1_0110.wav|for
/data/TORGO/dysarthric/M01_1_0064.wav|trade
/data/TORGO/dysarthric/M03_2_0414.wav|ham
/data/TORGO/dysarthric/M05_2_0111.wav|wish
/data/TORGO/dysarthric/M03_2_0251.wav|droop
/data/TORGO/dysarthric/F04_2_0175.wav|sigh
/data/TORGO/dysarthric/F03_1_0061.wav|dagger
/data/TORGO/dysarthric/M03_2_0106.wav|jacket
/data/TORGO/dysarthric/F04_1_0025.wav|he dressed himself in an ancient black frock coat
/data/TORGO/dysarthric/M01_2_3_0084.wav|jane may earn more money by working hard
/data/TORGO/dysarthric/M05_2_0198.wav|dart
/data/TORGO/dysarthric/M04_2_0131.wav|wish
/data/TORGO/dysarthric/M03_2_0241.wav|the humidity is overwhelming there
/data/TORGO/dysarthric/F03_2_0157.wav|pretty
/data/TORGO/dysarthric/M02_1_0157.wav|boot
/data/TORGO/dysarthric/M02_1_0201.wav|sigh
/data/TORGO/dysarthric/M01_1_0029.wav|double
/data/TORGO/dysarthric/F03_3_0205.wav|zip
/data/TORGO/dysarthric/M03_2_0230.wav|explore
/data/TORGO/dysarthric/M04_2_0043.wav|meat
/data/TORGO/dysarthric/F04_1_0183.wav|light
/data/TORGO/dysarthric/M01_2_3_0079.wav|pat
/data/TORGO/dysarthric/F03_2_0099.wav|a roll of wire lay near the wall
